"","ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","City","Sport","Event","Medal"
"848",128585,"Wang Weiyi","M",25,NA,NA,"China","CHN","1992 Winter",1992,"Winter","Albertville","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",NA
"849",60284,"Kim Tae-Hun","M",21,182,59,"South Korea","KOR","2016 Summer",2016,"Summer","Rio de Janeiro","Taekwondo","Taekwondo Men's Flyweight","Bronze"
"850",103555,"Zhivko Rusev","M",17,164,59,"Bulgaria","BUL","1976 Summer",1976,"Summer","Montreal","Gymnastics","Gymnastics Men's Floor Exercise",NA
"851",61135,"Robert Klein","M",30,NA,NA,"Germany","GER","1956 Summer",1956,"Summer","Melbourne","Gymnastics","Gymnastics Men's Horizontal Bar",NA
"852",77815,"Gordon ""Gordie"" McLeod","M",23,175,69,"Australia","AUS","1980 Summer",1980,"Summer","Moskva","Basketball","Basketball Men's Basketball",NA
"853",110394,"Veiko Siimar","M",18,191,76,"Soviet Union","URS","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 100 metres Backstroke",NA
"854",1148,"Krishnan Kumar Aggarwal","M",21,167,55,"Kenya","KEN","1960 Summer",1960,"Summer","Roma","Hockey","Hockey Men's Hockey",NA
"855",17639,"Jean-Claude Cameroun","M",31,168,60,"Cameroon","CMR","2004 Summer",2004,"Summer","Athina","Judo","Judo Men's Extra-Lightweight",NA
"856",134154,"Olga Alekseyevna Zaytseva (-Augustin)","F",23,168,66,"Russia","RUS","2002 Winter",2002,"Winter","Salt Lake City","Biathlon","Biathlon Women's 15 kilometres",NA
"857",62479,"An Konishi","F",19,160,50,"Japan","JPN","2000 Summer",2000,"Summer","Sydney","Table Tennis","Table Tennis Women's Singles",NA
"858",129651,"Eric Verner Wennstrm","M",19,188,80,"Sweden","SWE","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 110 metres Hurdles",NA
"859",87295,"Mohamed Nasihin Nubil Ibrahim","M",25,179,74,"Malaysia","MAS","2000 Summer",2000,"Summer","Sydney","Hockey","Hockey Men's Hockey",NA
"860",105908,"Kazuaki Sasaki","M",21,180,71,"Japan","JPN","1988 Summer",1988,"Summer","Seoul","Cycling","Cycling Men's Team Pursuit, 4,000 metres",NA
"861",67231,"Yannick Lavigne","M",29,185,82,"France","FRA","2004 Summer",2004,"Summer","Athina","Canoeing","Canoeing Men's Canadian Doubles, 500 metres",NA
"862",129856,"Edward Burbank Weston","M",57,NA,NA,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Archery","Archery Men's Double American Round",NA
"863",30747,"Julia Esther ""Daysi"" Duporty Torres","F",21,171,63,"Cuba","CUB","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's 4 x 400 metres Relay",NA
"864",89896,"Ingvild Flugstad stberg","F",23,165,NA,"Norway","NOR","2014 Winter",2014,"Winter","Sochi","Cross Country Skiing","Cross Country Skiing Women's Sprint","Silver"
"865",11270,"Lisa ""Louise"" Bianchini (Wadstrm-)","F",68,NA,NA,"Sweden","SWE","1936 Summer",1936,"Summer","Berlin","Art Competitions","Art Competitions Mixed Painting, Paintings",NA
"866",23456,"Laurent Couraire-Delage","M",26,173,72,"France","FRA","1984 Summer",1984,"Summer","Los Angeles","Sailing","Sailing Mixed Two Person Heavyweight Dinghy",NA
"867",84976,"Michael ""Mike"" Neary","M",27,188,81,"Canada","CAN","1976 Summer",1976,"Summer","Montreal","Rowing","Rowing Men's Coxless Pairs",NA
"868",115970,"Milan Studnika","M",24,186,100,"Czech Republic","CZE","2002 Winter",2002,"Winter","Salt Lake City","Bobsleigh","Bobsleigh Men's Four",NA
"869",126882,"Zdenk Vtek","M",28,180,74,"Czech Republic","CZE","2006 Winter",2006,"Winter","Torino","Biathlon","Biathlon Men's 10 kilometres Sprint",NA
"870",62689,"Erwin Koppe","M",22,166,63,"Germany","GER","1960 Summer",1960,"Summer","Roma","Gymnastics","Gymnastics Men's Pommelled Horse",NA
"871",34890,"Yudelkis Fernndez Luis","F",19,174,63,"Cuba","CUB","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's Long Jump",NA
"872",16161,"Weronika Krystyna Budny (Stempak-)","F",26,163,53,"Poland","POL","1968 Winter",1968,"Winter","Grenoble","Cross Country Skiing","Cross Country Skiing Women's 5 kilometres",NA
"873",135150,"Asen Ivanov Zlatev","M",20,173,75,"Bulgaria","BUL","1980 Summer",1980,"Summer","Moskva","Weightlifting","Weightlifting Men's Middleweight","Gold"
"874",14212,"Lyes Bouyacoub","M",33,185,100,"Algeria","ALG","2016 Summer",2016,"Summer","Rio de Janeiro","Judo","Judo Men's Half-Heavyweight",NA
"875",93101,"Semr Pepic","M",35,185,127,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Judo","Judo Men's Heavyweight",NA
"876",12964,"Simone Bolelli","M",22,185,84,"Italy","ITA","2008 Summer",2008,"Summer","Beijing","Tennis","Tennis Men's Doubles",NA
"877",437,"Younis Abid Sadkhan","M",18,NA,NA,"Iraq","IRQ","1988 Summer",1988,"Summer","Seoul","Football","Football Men's Football",NA
"878",123061,"Kahori Uchiyama","F",28,165,56,"Japan","JPN","2004 Summer",2004,"Summer","Athina","Rowing","Rowing Women's Lightweight Double Sculls",NA
"879",34938,"Fernando Gabriel Ferrara Tripodi","M",27,178,77,"Argentina","ARG","1996 Summer",1996,"Summer","Atlanta","Hockey","Hockey Men's Hockey",NA
"880",5805,"Manzoor Hussain Atif","M",31,187,73,"Pakistan","PAK","1960 Summer",1960,"Summer","Roma","Hockey","Hockey Men's Hockey","Gold"
"881",20978,"Choi Byeong-Cheol","M",30,173,70,"South Korea","KOR","2012 Summer",2012,"Summer","London","Fencing","Fencing Men's Foil, Individual","Bronze"
"882",115257,"Karlo Stipani","M",26,183,85,"Yugoslavia","YUG","1968 Summer",1968,"Summer","Mexico City","Water Polo","Water Polo Men's Water Polo","Gold"
"883",48986,"Iuliana Hobincu","F",22,172,69,"Romania","ROU","1976 Summer",1976,"Summer","Montreal","Handball","Handball Women's Handball",NA
"884",80591,"Aiko Miyamura","F",24,173,60,"Japan-1","JPN","1996 Summer",1996,"Summer","Atlanta","Badminton","Badminton Women's Doubles",NA
"885",33886,"Rolf Falk-Larssen","M",27,173,67,"Norway","NOR","1988 Winter",1988,"Winter","Calgary","Speed Skating","Speed Skating Men's 5,000 metres",NA
"886",86891,"Hjrdis Margareta Nordin (-Hallquist)","F",19,NA,NA,"Sweden","SWE","1952 Summer",1952,"Summer","Helsinki","Gymnastics","Gymnastics Women's Balance Beam",NA
"887",121815,"Jill Ann Trenary (-Dean)","F",19,162,52,"United States","USA","1988 Winter",1988,"Winter","Calgary","Figure Skating","Figure Skating Women's Singles",NA
"888",126977,"Perica Vlai","M",24,178,82,"Yugoslavia","YUG","1956 Summer",1956,"Summer","Melbourne","Rowing","Rowing Men's Single Sculls",NA
"889",79827,"Marcos Antonio Milinkovic","M",28,205,100,"Argentina","ARG","2000 Summer",2000,"Summer","Sydney","Volleyball","Volleyball Men's Volleyball",NA
"890",39788,"Sven Ivar Gerner-Mathisen","M",24,184,92,"Norway","NOR","1972 Summer",1972,"Summer","Munich","Sailing","Sailing Mixed Three Person Keelboat",NA
"891",129173,"Craig Webster","M",22,NA,NA,"Canada","CAN","1980 Winter",1980,"Winter","Lake Placid","Speed Skating","Speed Skating Men's 1,000 metres",NA
"892",72138,"Aries Martinus ""Thies"" Luijt","M",69,NA,NA,"Netherlands","NED","1948 Summer",1948,"Summer","London","Art Competitions","Art Competitions Mixed Painting, Paintings",NA
"893",123663,"Cynthia Uwak","F",22,160,59,"Nigeria","NGR","2008 Summer",2008,"Summer","Beijing","Football","Football Women's Football",NA
"894",76890,"eljko Mavrovi","M",23,191,86,"Croatia","CRO","1992 Summer",1992,"Summer","Barcelona","Boxing","Boxing Men's Heavyweight",NA
"895",11306,"Hubert Bichler","M",32,179,85,"Germany","GER","1992 Summer",1992,"Summer","Barcelona","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres",NA
"896",28481,"Jrgen Dietze","M",17,176,77,"Germany","GER","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 100 metres Backstroke",NA
"897",80253,"Pedro Miranda Noguez","M",20,173,62,"Mexico","MEX","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 3,000 metres Steeplechase",NA
"898",39291,"Haile Gebrselassie","M",23,165,56,"Ethiopia","ETH","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 10,000 metres","Gold"
"899",13372,"Carlos Austin Boozer, Jr.","M",26,206,117,"United States","USA","2008 Summer",2008,"Summer","Beijing","Basketball","Basketball Men's Basketball","Gold"
"900",133084,"Dancho Yordanov","M",21,173,68,"Bulgaria","BUL","1980 Summer",1980,"Summer","Moskva","Gymnastics","Gymnastics Men's Horse Vault",NA
"901",63859,"Stefan Kraue","M",30,186,90,"Germany-1","GER","1998 Winter",1998,"Winter","Nagano","Luge","Luge Mixed (Men)'s Doubles","Gold"
"902",8003,"Lazr Baroga","M",27,178,88,"Romania","ROU","1964 Summer",1964,"Summer","Tokyo","Weightlifting","Weightlifting Men's Middle-Heavyweight",NA
"903",11817,"John Frederick Bissinger, Jr.","M",25,180,NA,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Gymnastics","Gymnastics Men's Individual All-Around",NA
"904",77760,"Stephanie McKnight","F",28,169,59,"United States Virgin Islands","ISV","1988 Summer",1988,"Summer","Seoul","Cycling","Cycling Women's Road Race, Individual",NA
"905",55175,"Erik Olov Torbjrn Johansson","M",29,195,91,"Sweden","SWE","2004 Summer",2004,"Summer","Athina","Modern Pentathlon","Modern Pentathlon Men's Individual",NA
"906",130259,"Peter Noel Jan Wiersum","M",27,173,55,"Netherlands","NED","2012 Summer",2012,"Summer","London","Rowing","Rowing Men's Coxed Eights",NA
"907",14767,"Peter Braun","M",26,183,64,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's 800 metres",NA
"908",58962,"Veli-Pekka Ketola","M",19,187,108,"Finland","FIN","1968 Winter",1968,"Winter","Grenoble","Ice Hockey","Ice Hockey Men's Ice Hockey",NA
"909",56508,"Yevgeniya Nikolayevna Kabina-Sidorova","F",29,164,65,"Soviet Union","URS","1960 Winter",1960,"Winter","Squaw Valley","Alpine Skiing","Alpine Skiing Women's Slalom",NA
"910",27086,"Adrianus ""Ad"" Dekkers","M",18,183,76,"Netherlands","NED","1972 Summer",1972,"Summer","Munich","Cycling","Cycling Men's Team Pursuit, 4,000 metres",NA
"911",121630,"eljko Trajkovi","M",25,171,76,"Individual Olympic Athletes","IOA","1992 Summer",1992,"Summer","Barcelona","Wrestling","Wrestling Men's Welterweight, Greco-Roman",NA
"912",25583,"Yair Davidovitz","M",39,175,70,"Israel","ISR","1984 Summer",1984,"Summer","Los Angeles","Shooting","Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
"913",12979,"Theodor ""Theo"" Bolkart","M",20,182,82,"West Germany","FRG","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 200 metres Breaststroke",NA
"914",46122,"Roland St. George Tristram ""Roly"" Harper","M",25,NA,NA,"Great Britain","GBR","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's 110 metres Hurdles",NA
"915",112152,"Vladimir Mikhaylovich Smirnov","M",29,185,85,"Kazakhstan","KAZ","1994 Winter",1994,"Winter","Lillehammer","Cross Country Skiing","Cross Country Skiing Men's 10 kilometres","Silver"
"916",102876,"Jrg Rthlisberger","M",21,183,88,"Switzerland","SUI","1976 Summer",1976,"Summer","Montreal","Judo","Judo Men's Half-Heavyweight","Bronze"
"917",124654,"Hans van Helden","M",35,180,75,"France","FRA","1984 Winter",1984,"Winter","Sarajevo","Speed Skating","Speed Skating Men's 500 metres",NA
"918",60439,"Pavla Kinclov","F",17,164,53,"Czechoslovakia","TCH","1992 Summer",1992,"Summer","Barcelona","Gymnastics","Gymnastics Women's Balance Beam",NA
"919",55800,"Gail Michelle Jonson (-Brown)","F",19,173,68,"New Zealand","NZL","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 200 metres Butterfly",NA
"920",105638,"Leonardo Santos","M",19,180,74,"Brazil","BRA","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing Men's Two Person Dinghy",NA
"921",87602,"O Il","M",26,168,60,"North Korea","PRK","2004 Summer",2004,"Summer","Athina","Table Tennis","Table Tennis Men's Singles",NA
"922",76918,"James Robert Maxwell","M",25,183,81,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 400 metres Hurdles",NA
"923",62114,"Irina Kokuyeva","F",20,163,58,"Belarus","BLR","1994 Winter",1994,"Winter","Lillehammer","Biathlon","Biathlon Women's 7.5 kilometres Sprint",NA
"924",44665,"Eduard Hafner","M",29,174,84,"Yugoslavia","YUG","1984 Winter",1984,"Winter","Sarajevo","Ice Hockey","Ice Hockey Men's Ice Hockey",NA
"925",112698,"Curt Erik Valdemar Sderberg","M",25,174,62,"Sweden","SWE","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's 3,000 metres Steeplechase",NA
"926",57514,"Irn Karcsics-Daruhzi (-Krpti, -Kubisch)","F",25,NA,NA,"Hungary","HUN","1952 Summer",1952,"Summer","Helsinki","Gymnastics","Gymnastics Women's Team Portable Apparatus","Bronze"
"927",69536,"Li Xuanxu","F",18,164,50,"China","CHN","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 400 metres Individual Medley","Bronze"
"928",22476,"Shane Elizabeth Collins","F",28,NA,NA,"New Zealand","NZL","1992 Summer",1992,"Summer","Barcelona","Hockey","Hockey Women's Hockey",NA
"929",37417,"Markus Fuchs","M",49,168,73,"Switzerland","SUI","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism Mixed Jumping, Team",NA
"930",64690,"Patrick Khl","M",20,190,82,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 400 metres Individual Medley",NA
"931",107586,"Grant Luke Schubert","M",24,180,82,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Hockey","Hockey Men's Hockey","Gold"
"932",107673,"Uffe Schultz Larsen","M",31,181,76,"Denmark","DEN","1952 Summer",1952,"Summer","Helsinki","Shooting","Shooting Men's Free Rifle, Three Positions, 300 metres",NA
"933",53590,"Vclav Janeek","M",23,174,74,"Czechoslovakia","TCH","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's 200 metres",NA
"934",19279,"Leonard Stanley ""Lenny"" Ceglarski","M",25,NA,NA,"United States","USA","1952 Winter",1952,"Winter","Oslo","Ice Hockey","Ice Hockey Men's Ice Hockey","Silver"
"935",20995,"Choi Eun-Gyeong","F",17,165,62,"South Korea","KOR","2002 Winter",2002,"Winter","Salt Lake City","Short Track Speed Skating","Short Track Speed Skating Women's 1,500 metres","Silver"
"936",53153,"Trina Marie Jackson (-Falca)","F",19,170,58,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 200 metres Freestyle",NA
"937",115688,"Giacomo Stratta","M",NA,NA,NA,"Italy","ITA","1900 Summer",1900,"Summer","Paris","Cycling","Cycling Men's Sprint",NA
"938",48528,"Tom Andr Hilde","M",22,179,60,"Norway","NOR","2010 Winter",2010,"Winter","Vancouver","Ski Jumping","Ski Jumping Men's Large Hill, Team","Bronze"
"939",51415,"Gregory ""Greg"" Hyde","M",21,175,65,"Australia","AUS","1984 Summer",1984,"Summer","Los Angeles","Sailing","Sailing Men's Windsurfer",NA
"940",3042,"Miriam Alonso Manteca","F",22,168,52,"Spain","ESP","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's 400 metres Hurdles",NA
"941",99120,"Anuruddha Bandara Ratnayake","M",32,158,53,"Sri Lanka","SRI","2008 Summer",2008,"Summer","Beijing","Boxing","Boxing Men's Flyweight",NA
"942",48234,"Jan Herzog","M",30,192,86,"Germany","GER","2004 Summer",2004,"Summer","Athina","Rowing","Rowing Men's Coxless Pairs",NA
"943",123245,"Egle Uljas","F",19,174,55,"Estonia","EST","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 400 metres",NA
"944",80972,"Zoltn Mohi","M",21,187,80,"Hungary","HUN","1988 Summer",1988,"Summer","Seoul","Water Polo","Water Polo Men's Water Polo",NA
"945",49614,"Kirstin Holum","F",17,157,57,"United States","USA","1998 Winter",1998,"Winter","Nagano","Speed Skating","Speed Skating Women's 3,000 metres",NA
"946",64117,"Jn Kristjnsson","M",31,NA,NA,"Iceland","ISL","1952 Winter",1952,"Winter","Oslo","Cross Country Skiing","Cross Country Skiing Men's 18 kilometres",NA
"947",70361,"Liselott Linsenhoff (Schindling-, -Rheinberger)","F",28,178,65,"Germany","GER","1956 Summer",1956,"Summer","Stockholm","Equestrianism","Equestrianism Mixed Dressage, Individual","Bronze"
"948",8781,"Lewis Christopher Edward Baumer","M",61,NA,NA,"Great Britain","GBR","1932 Summer",1932,"Summer","Los Angeles","Art Competitions","Art Competitions Mixed Painting, Unknown Event",NA
"949",27588,"Ernst Denifl","M",34,179,68,"Austria","AUT","1996 Summer",1996,"Summer","Atlanta","Cycling","Cycling Men's Mountainbike, Cross-Country",NA
"950",47934,"Arthur Alfred Hermann","M",30,NA,NA,"France","FRA","1924 Summer",1924,"Summer","Paris","Gymnastics","Gymnastics Men's Rope Climbing",NA
"951",23886,"Florin Ionu Croitoru","M",18,160,56,"Romania","ROU","2012 Summer",2012,"Summer","London","Weightlifting","Weightlifting Men's Bantamweight",NA
"952",60597,"Benjamin Kiplagat","M",19,186,65,"Uganda","UGA","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's 3,000 metres Steeplechase",NA
"953",65965,"Lai Chu-Long","M",26,167,58,"Chinese Taipei","TPE","1968 Summer",1968,"Summer","Mexico City","Gymnastics","Gymnastics Men's Pommelled Horse",NA
"954",70468,"Viktor Nikitovich Lisitsky","M",24,169,64,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Gymnastics","Gymnastics Men's Horse Vault","Silver"
"955",68898,"Siegfried Lerdon","M",30,NA,NA,"Germany","GER","1936 Summer",1936,"Summer","Berlin","Fencing","Fencing Men's Foil, Team","Bronze"
"956",71327,"Angela Lpez","F",20,170,60,"Puerto Rico","PUR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 200 metres Breaststroke",NA
"957",18460,"Brett Carpentier","M",26,172,70,"Canada","CAN","2002 Winter",2002,"Winter","Salt Lake City","Snowboarding","Snowboarding Men's Halfpipe",NA
"958",102129,"Mara del Pilar Roldn Tapia (-de Gifennig)","F",20,176,72,"Mexico","MEX","1960 Summer",1960,"Summer","Roma","Fencing","Fencing Women's Foil, Individual",NA
"959",66628,"Matthew Vincent ""Matt"" LaPorta","M",23,188,98,"United States","USA","2008 Summer",2008,"Summer","Beijing","Baseball","Baseball Men's Baseball","Bronze"
"960",101554,"Melanie Jane Roche","F",29,165,63,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Softball","Softball Women's Softball","Bronze"
"961",17791,"Hctor Fernando Campos Bermudez","M",23,188,90,"Argentina","ARG","2012 Summer",2012,"Summer","London","Judo","Judo Men's Middleweight",NA
"962",16616,"Thomas Edmund ""Tom"" Burke","M",21,183,66,"United States","USA","1896 Summer",1896,"Summer","Athina","Athletics","Athletics Men's 100 metres","Gold"
"963",20962,"Choe Kum-Hui","F",21,157,46,"North Korea","PRK","2008 Summer",2008,"Summer","Beijing","Diving","Diving Women's Synchronized Platform",NA
"964",75904,"Mariana Martins","F",17,157,48,"Brazil","BRA","2000 Summer",2000,"Summer","Sydney","Judo","Judo Women's Extra-Lightweight",NA
"965",9686,"Valrie Bellenoue","F",29,169,59,"France","FRA","2004 Summer",2004,"Summer","Athina","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",NA
"966",24580,"Maciej Tomasz Czyowicz","M",34,176,72,"Poland","POL","1996 Summer",1996,"Summer","Atlanta","Modern Pentathlon","Modern Pentathlon Men's Individual",NA
"967",85949,"Anders Peter Nielsen","M",44,NA,NA,"Denmark","DEN","1912 Summer",1912,"Summer","Stockholm","Shooting","Shooting Men's Free Rifle, Three Positions, 300 metres",NA
"968",73742,"Petra Majdi","F",26,176,65,"Slovenia","SLO","2006 Winter",2006,"Winter","Torino","Cross Country Skiing","Cross Country Skiing Women's 10 kilometres",NA
"969",40070,"Andrea Giaconi","M",26,183,69,"Italy","ITA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 110 metres Hurdles",NA
"970",103141,"Jon Rnningen","M",25,157,59,"Norway","NOR","1988 Summer",1988,"Summer","Seoul","Wrestling","Wrestling Men's Flyweight, Greco-Roman","Gold"
"971",45387,"Olaf Hampel","M",22,183,98,"West Germany-1","FRG","1988 Winter",1988,"Winter","Calgary","Bobsleigh","Bobsleigh Men's Four",NA
"972",100780,"Flavia Rigamonti","F",19,184,75,"Switzerland","SUI","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 800 metres Freestyle",NA
"973",18858,"Igor Cassina","M",26,180,73,"Italy","ITA","2004 Summer",2004,"Summer","Athina","Gymnastics","Gymnastics Men's Horizontal Bar","Gold"
"974",124156,"Paul Van Asbroeck","M",50,NA,NA,"Belgium","BEL","1924 Summer",1924,"Summer","Paris","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres",NA
"975",129938,"George Edward Wheeler","M",21,NA,NA,"United States","USA","1936 Summer",1936,"Summer","Berlin","Gymnastics","Gymnastics Men's Pommelled Horse",NA
"976",130954,"Graham Claude Windeatt","M",18,187,78,"Australia","AUS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 1,500 metres Freestyle","Silver"
"977",41201,"Anton Sergeyevich Golotsutskov","M",19,165,63,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Gymnastics","Gymnastics Men's Parallel Bars",NA
"978",57086,"Bengt Johan Kamis","M",45,175,95,"Sweden","SWE","1988 Summer",1988,"Summer","Seoul","Shooting","Shooting Men's Air Pistol, 10 metres",NA
"979",79492,"Jonathan Midol","M",26,184,86,"France","FRA","2014 Winter",2014,"Winter","Sochi","Freestyle Skiing","Freestyle Skiing Men's Ski Cross","Bronze"
"980",32348,"Michael Wordsworth ""Mike"" Elliott","M",29,178,73,"United States","USA","1972 Winter",1972,"Winter","Sapporo","Cross Country Skiing","Cross Country Skiing Men's 30 kilometres",NA
"981",47193,"Simon ""Siem"" Heiden","M",22,NA,NA,"Netherlands","NED","1928 Winter",1928,"Winter","Sankt Moritz","Speed Skating","Speed Skating Men's 500 metres",NA
"982",70588,"Liu Hongyu","F",25,164,51,"China","CHN","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 20 kilometres Walk",NA
"983",17454,"ke Halvard Call","M",34,180,87,"Sweden","SWE","1976 Summer",1976,"Summer","Montreal","Shooting","Shooting Mixed Skeet",NA
"984",124407,"Sijtje van der Lende (-Tjepkema)","F",30,175,66,"Netherlands","NED","1980 Winter",1980,"Winter","Lake Placid","Speed Skating","Speed Skating Women's 500 metres",NA
"985",103119,"Gusztv Rzsahegyi (Rosenberg-)","M",23,NA,NA,"Hungary","HUN","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's 4 x 100 metres Relay",NA
"986",87800,"Yelena Aleksandrovna Oblova","F",24,178,71,"Russia","RUS","2012 Summer",2012,"Summer","London","Sailing","Sailing Women's Three Person Keelboat",NA
"987",14860,"Andrew Patrick Bree","M",19,200,95,"Ireland","IRL","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Breaststroke",NA
"988",17409,"Vicente Caldern","M",19,173,70,"Mexico","MEX","1968 Summer",1968,"Summer","Mexico City","Fencing","Fencing Men's Sabre, Team",NA
"989",79028,"Viktoras Mekauskas","M",21,170,60,"Lithuania","LTU","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 20 kilometres Walk",NA
"990",30170,"Neville Stephen J. D'Souza","M",NA,NA,NA,"India","IND","1956 Summer",1956,"Summer","Melbourne","Football","Football Men's Football",NA
"991",36225,"Arthur E. Ford","M",NA,NA,NA,"Australia","AUS","1928 Summer",1928,"Summer","Amsterdam","Wrestling","Wrestling Men's Bantamweight, Freestyle",NA
"992",54275,"Enoch Jenkins","M",59,NA,NA,"Great Britain","GBR","1952 Summer",1952,"Summer","Helsinki","Shooting","Shooting Men's Trap",NA
"993",116621,"Michela Suppo","F",20,163,64,"Italy","ITA","1992 Summer",1992,"Summer","Barcelona","Shooting","Shooting Women's Sporting Pistol, 25 metres",NA
"994",129145,"Marion Weber","F",16,166,54,"East Germany","GDR","1976 Winter",1976,"Winter","Innsbruck","Figure Skating","Figure Skating Women's Singles",NA
"995",81307,"Roman Vitalyevich Monchenko","M",31,180,105,"Russia","RUS","1996 Summer",1996,"Summer","Atlanta","Rowing","Rowing Men's Coxed Eights","Bronze"
"996",49134,"Erik Hoffmann","M",26,170,65,"Namibia","NAM","2008 Summer",2008,"Summer","Beijing","Cycling","Cycling Men's Road Race, Individual",NA
"997",119875,"Alan Blair Thompson","M",29,179,83,"New Zealand","NZL","1988 Summer",1988,"Summer","Seoul","Canoeing","Canoeing Men's Kayak Singles, 1,000 metres",NA
"998",9806,"Jos Gil de Gouveia Beltro","M",30,NA,NA,"Portugal","POR","1936 Summer",1936,"Summer","Berlin","Equestrianism","Equestrianism Men's Jumping, Individual",NA
"999",67342,"Edward Louis Lawrenson","M",60,NA,NA,"Ireland","IRL","1928 Summer",1928,"Summer","Amsterdam","Art Competitions","Art Competitions Mixed Painting, Drawings And Water Colors",NA
"1000",91548,"John Mitchell Park","M",44,185,84,"Hong Kong","HKG","1968 Summer",1968,"Summer","Mexico City","Sailing","Sailing Mixed Three Person Keelboat",NA
"1001",62978,"Antonina Vladimirovna Koshel","F",17,154,40,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Gymnastics","Gymnastics Women's Balance Beam",NA
"1002",1445,"Gaby Diana Ahrens","F",31,169,60,"Namibia","NAM","2012 Summer",2012,"Summer","London","Shooting","Shooting Women's Trap",NA
"1003",68180,"Lee Uk-Jae","M",23,178,69,"South Korea","KOR","1988 Summer",1988,"Summer","Seoul","Fencing","Fencing Men's Sabre, Team",NA
"1004",102028,"Teresa Rohmann","F",17,167,63,"Germany","GER","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 400 metres Individual Medley",NA
"1005",7119,"Roberto Balado Mndez","M",23,171,91,"Cuba","CUB","1992 Summer",1992,"Summer","Barcelona","Boxing","Boxing Men's Super-Heavyweight","Gold"
"1006",104319,"Ivar Sahlin","M",24,170,53,"Sweden","SWE","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's Triple Jump",NA
"1007",78321,"Josef Meixner","M",28,172,86,"Austria","AUT","1968 Summer",1968,"Summer","Mexico City","Shooting","Shooting Mixed Trap",NA
"1008",114780,"Herbert Steinbeier","M",26,172,72,"Germany","GER","1964 Winter",1964,"Winter","Innsbruck","Cross Country Skiing","Cross Country Skiing Men's 50 kilometres",NA
"1009",79725,"Jindich Mikulec","M",24,NA,NA,"Czechoslovakia","TCH","1952 Summer",1952,"Summer","Helsinki","Gymnastics","Gymnastics Men's Individual All-Around",NA
"1010",49216,"Hermannus Hfte","M",23,NA,82,"Amstel Amsterdam","NED","1908 Summer",1908,"Summer","London","Rowing","Rowing Men's Coxless Fours","Bronze"
"1011",51791,"Isaac Ikhouria","M",24,174,76,"Nigeria","NGR","1972 Summer",1972,"Summer","Munich","Boxing","Boxing Men's Light-Heavyweight","Bronze"
